user_id,first_name,last_name,email,mobile,role,enterprise_id,city,country,preferred_language,primary_domain_interest,current_level,career_goal,learning_style,profile_completion_pct,ai_personalization_score,created_at
USR025454,Krishna,Joshi,krishna.joshi25454@kaasdemo.ai,+918844783958,Mentor,,Chennai,India,Gujarati,AI,Intermediate,AI Engineer,Visual,78,73,2025-02-13
USR025455,Anjali,Patil,anjali.patil25455@kaasdemo.ai,+917836632683,Mentor,ENT00417,Kuala Lumpur,Singapore,Tamil,Cybersecurity,Beginner,Business Analyst,Hands-on,45,85,2026-02-17
USR025456,Anjali,Jain,anjali.jain25456@kaasdemo.ai,+919593714246,Learner,ENT00479,New York,Singapore,French,Governance,Advanced,Digital Marketer,Mixed,53,45,2024-08-14
USR025457,Ira,Sharma,ira.sharma25457@kaasdemo.ai,+918440151635,Learner,ENT00087,Ahmedabad,India,Marathi,Cloud,Advanced,Cybersecurity Analyst,Hands-on,48,78,2024-07-13
USR025458,Ishaan,Reddy,ishaan.reddy25458@kaasdemo.ai,+919898264862,HR Manager,,New York,USA,Kannada,Sales,Expert,Data Analyst,Visual,40,42,2024-09-15
USR025459,Krishna,Khan,krishna.khan25459@kaasdemo.ai,+917015049206,Learner,ENT00315,London,Malaysia,Arabic,Project Management,Expert,Product Manager,Hands-on,39,88,2025-11-13
USR025460,Sara,Kapoor,sara.kapoor25460@kaasdemo.ai,+918224753540,Evaluator,,Singapore,USA,Tamil,Sales,Intermediate,Team Leader,Mixed,84,94,2025-05-21
USR025461,Krishna,Kulkarni,krishna.kulkarni25461@kaasdemo.ai,+919035292268,Learner,ENT00237,New York,India,Telugu,Quality Management,Advanced,Digital Marketer,Audio,73,44,2024-08-29
USR025462,Reyansh,Mehta,reyansh.mehta25462@kaasdemo.ai,+917156092052,Learner,ENT00211,Chennai,USA,Bengali,Cloud,Advanced,AI Engineer,Hands-on,40,83,2025-12-29
USR025463,Amit,Reddy,amit.reddy25463@kaasdemo.ai,+917305034422,Trainer,ENT00178,Singapore,UAE,Marathi,Healthcare,Intermediate,Team Leader,Reading,72,27,2025-01-10
USR025464,Sneha,Kulkarni,sneha.kulkarni25464@kaasdemo.ai,+917732728621,Corporate Admin,ENT00020,Hyderabad,India,Telugu,AI,Expert,Product Manager,Visual,76,28,2024-12-03
USR025465,Arjun,Patil,arjun.patil25465@kaasdemo.ai,+918185617770,Learner,ENT00235,Singapore,UK,Telugu,Finance,Expert,Cloud Architect,Reading,67,27,2024-10-04
USR025466,Vihaan,Nair,vihaan.nair25466@kaasdemo.ai,+917664951540,Learner,ENT00439,Pune,India,Gujarati,Manufacturing,Advanced,AI Engineer,Hands-on,65,25,2026-04-23
USR025467,Anaya,Mishra,anaya.mishra25467@kaasdemo.ai,+919416718461,Mentor,,Pune,UAE,Tamil,Digital Marketing,Beginner,Product Manager,Social,56,83,2024-09-16
USR025468,Rohan,Mehta,rohan.mehta25468@kaasdemo.ai,+919747689459,Learner,,Dubai,Malaysia,Hindi,Cloud,Intermediate,Cloud Architect,Reading,94,42,2024-12-19
USR025469,Arjun,Iyer,arjun.iyer25469@kaasdemo.ai,+917171127660,Corporate Admin,,Chennai,UK,Gujarati,Quality Management,Advanced,Team Leader,Mixed,47,29,2026-05-01
USR025470,Kiara,Sharma,kiara.sharma25470@kaasdemo.ai,+918934405113,HR Manager,,Mumbai,Singapore,Gujarati,Finance,Advanced,Team Leader,Social,43,39,2024-07-02
USR025471,Rohan,Kapoor,rohan.kapoor25471@kaasdemo.ai,+917947380799,Learner,ENT00002,Pune,Singapore,Marathi,AI,Intermediate,Cybersecurity Analyst,Mixed,47,83,2026-05-02
USR025472,Krishna,Singh,krishna.singh25472@kaasdemo.ai,+918853837188,Learner,ENT00295,Kuala Lumpur,Malaysia,Arabic,Healthcare,Beginner,Cybersecurity Analyst,Mixed,57,84,2025-01-01
USR025473,Aditya,Desai,aditya.desai25473@kaasdemo.ai,+919562577842,Learner,,Chennai,USA,Gujarati,AI,Advanced,Team Leader,Visual,42,100,2025-11-14
USR025474,Neha,Iyer,neha.iyer25474@kaasdemo.ai,+919359881251,Corporate Admin,ENT00380,Ahmedabad,UK,Arabic,Manufacturing,Advanced,AI Engineer,Mixed,52,37,2024-08-01
USR025475,Reyansh,Nair,reyansh.nair25475@kaasdemo.ai,+917115419487,Learner,,Kuala Lumpur,Malaysia,Bengali,Manufacturing,Intermediate,Cybersecurity Analyst,Audio,94,89,2024-09-02
USR025476,Aadhya,Chavan,aadhya.chavan25476@kaasdemo.ai,+917633310464,Learner,ENT00133,Singapore,UK,Tamil,Cybersecurity,Beginner,Product Manager,Social,68,38,2024-09-07
USR025477,Arjun,Mehta,arjun.mehta25477@kaasdemo.ai,+917506327470,Learner,ENT00110,Hyderabad,UAE,Hindi,Governance,Intermediate,Digital Marketer,Social,78,84,2026-03-11
USR025478,Pooja,Mishra,pooja.mishra25478@kaasdemo.ai,+917072132978,Learner,,Delhi,UAE,Kannada,Quality Management,Advanced,Product Manager,Reading,82,76,2024-10-28
USR025479,Sneha,Jain,sneha.jain25479@kaasdemo.ai,+917201463747,Learner,ENT00359,Ahmedabad,Singapore,Tamil,Data Science,Intermediate,Team Leader,Visual,64,53,2025-01-25
USR025480,Ishaan,Kapoor,ishaan.kapoor25480@kaasdemo.ai,+918068808605,Learner,ENT00345,Chennai,India,English,Cloud,Beginner,Business Analyst,Hands-on,57,56,2025-03-17
USR025481,Vivaan,Kulkarni,vivaan.kulkarni25481@kaasdemo.ai,+919047324127,Learner,ENT00136,Dubai,India,Arabic,Governance,Beginner,Data Analyst,Audio,36,62,2025-08-26
USR025482,Pooja,Mishra,pooja.mishra25482@kaasdemo.ai,+919951482571,Corporate Admin,,London,India,Telugu,Manufacturing,Intermediate,Cybersecurity Analyst,Reading,41,91,2024-10-09
USR025483,Anjali,Mehta,anjali.mehta25483@kaasdemo.ai,+919219203101,Mentor,,Delhi,UK,Hindi,Cloud,Advanced,Cloud Architect,Hands-on,36,76,2025-05-23
USR025484,Reyansh,Pillai,reyansh.pillai25484@kaasdemo.ai,+918505120392,Learner,,London,India,Kannada,HR,Expert,Business Analyst,Visual,73,95,2025-10-09
USR025485,Anaya,Rao,anaya.rao25485@kaasdemo.ai,+919488324786,Learner,,Pune,UAE,Bengali,Sales,Intermediate,Digital Marketer,Social,55,67,2025-12-05
USR025486,Diya,Pillai,diya.pillai25486@kaasdemo.ai,+917905894396,Learner,ENT00097,New York,USA,Tamil,Cloud,Expert,Team Leader,Reading,37,81,2024-08-19
USR025487,Rohan,Sharma,rohan.sharma25487@kaasdemo.ai,+919800252806,Learner,ENT00299,Kolkata,UAE,Arabic,Leadership,Intermediate,Cloud Architect,Mixed,78,61,2025-01-13
USR025488,Karan,Pillai,karan.pillai25488@kaasdemo.ai,+918980244227,Learner,ENT00133,Bengaluru,UK,Kannada,Manufacturing,Intermediate,Data Analyst,Hands-on,90,22,2024-11-11
USR025489,Ishaan,Sharma,ishaan.sharma25489@kaasdemo.ai,+919625657017,Learner,ENT00445,Mumbai,India,English,AI,Expert,Business Analyst,Reading,72,48,2024-10-06
USR025490,Myra,Desai,myra.desai25490@kaasdemo.ai,+918731480071,Learner,ENT00146,Kuala Lumpur,USA,English,HR,Expert,Digital Marketer,Visual,76,98,2025-07-01
USR025491,Saanvi,Nair,saanvi.nair25491@kaasdemo.ai,+918002797030,Learner,ENT00184,Ahmedabad,UAE,French,Finance,Beginner,Cloud Architect,Mixed,37,87,2025-02-12
USR025492,Arjun,Nair,arjun.nair25492@kaasdemo.ai,+918807018026,Learner,ENT00435,Dubai,UAE,Tamil,Manufacturing,Expert,Data Analyst,Reading,66,49,2025-08-08
USR025493,Rohan,Joshi,rohan.joshi25493@kaasdemo.ai,+917539398375,Learner,ENT00154,Pune,UK,Telugu,Governance,Intermediate,AI Engineer,Reading,91,87,2026-02-03
USR025494,Nikhil,Patil,nikhil.patil25494@kaasdemo.ai,+919424819062,Learner,,Mumbai,India,Arabic,Finance,Expert,Product Manager,Social,96,47,2026-02-07
USR025495,Kiara,Kulkarni,kiara.kulkarni25495@kaasdemo.ai,+918669711030,Learner,ENT00351,Ahmedabad,UK,Tamil,Project Management,Beginner,Cybersecurity Analyst,Reading,36,20,2026-02-12
USR025496,Aarav,Desai,aarav.desai25496@kaasdemo.ai,+919067297666,Learner,,Kuala Lumpur,UAE,French,Data Science,Intermediate,Digital Marketer,Audio,36,52,2024-07-09
USR025497,Rohan,Chavan,rohan.chavan25497@kaasdemo.ai,+917092391271,Evaluator,ENT00359,Pune,UAE,Kannada,Leadership,Beginner,Digital Marketer,Reading,63,44,2026-05-12
USR025498,Vivaan,Verma,vivaan.verma25498@kaasdemo.ai,+919322404908,Learner,ENT00470,Kolkata,Singapore,Marathi,Digital Marketing,Beginner,AI Engineer,Social,100,52,2025-12-10
USR025499,Aadhya,Singh,aadhya.singh25499@kaasdemo.ai,+919669222520,HR Manager,ENT00336,Chennai,India,Gujarati,Digital Marketing,Advanced,Cloud Architect,Visual,81,78,2025-03-26
USR025500,Reyansh,Joshi,reyansh.joshi25500@kaasdemo.ai,+917716067874,Recruiter,ENT00387,Chennai,UK,Hindi,Leadership,Beginner,Cybersecurity Analyst,Reading,35,40,2024-05-20
USR025501,Pooja,Desai,pooja.desai25501@kaasdemo.ai,+917476566674,Learner,ENT00475,Kolkata,Malaysia,Kannada,Governance,Intermediate,Team Leader,Reading,93,86,2025-03-18
USR025502,Amit,Andre,amit.andre25502@kaasdemo.ai,+919123186414,Learner,ENT00276,Chennai,India,Gujarati,Healthcare,Expert,Business Analyst,Hands-on,99,80,2024-11-25
USR025503,Pooja,Pillai,pooja.pillai25503@kaasdemo.ai,+917935526882,Learner,,Mumbai,Singapore,Gujarati,Quality Management,Intermediate,Product Manager,Social,54,26,2026-04-02
USR025504,Anjali,Pillai,anjali.pillai25504@kaasdemo.ai,+919233072455,Learner,ENT00066,Pune,India,English,Governance,Intermediate,AI Engineer,Visual,63,21,2024-06-20
USR025505,Sai,Joshi,sai.joshi25505@kaasdemo.ai,+918573208824,Learner,ENT00353,Singapore,India,Hindi,Cloud,Advanced,AI Engineer,Mixed,86,50,2025-01-24
USR025506,Anjali,Kapoor,anjali.kapoor25506@kaasdemo.ai,+919168920046,Learner,ENT00042,Hyderabad,Malaysia,Hindi,AI,Intermediate,Product Manager,Social,36,100,2026-04-07
USR025507,Ayaan,Singh,ayaan.singh25507@kaasdemo.ai,+919086236456,Learner,ENT00190,Chennai,USA,Kannada,Cloud,Beginner,Cybersecurity Analyst,Visual,92,91,2026-03-11
USR025508,Anjali,Chavan,anjali.chavan25508@kaasdemo.ai,+917951286770,Learner,,Bengaluru,USA,Telugu,Cloud,Beginner,Digital Marketer,Audio,56,49,2025-10-09
USR025509,Pooja,Kapoor,pooja.kapoor25509@kaasdemo.ai,+917568161375,HR Manager,ENT00394,Hyderabad,India,Bengali,Quality Management,Beginner,Team Leader,Audio,50,26,2025-11-30
USR025510,Sara,Khan,sara.khan25510@kaasdemo.ai,+918937115783,Learner,,Kuala Lumpur,Singapore,Gujarati,Governance,Advanced,AI Engineer,Mixed,36,87,2024-11-25
USR025511,Anjali,Kapoor,anjali.kapoor25511@kaasdemo.ai,+917648558511,Evaluator,,Delhi,Singapore,French,Data Science,Advanced,Business Analyst,Mixed,87,94,2025-08-16
USR025512,Vivaan,Singh,vivaan.singh25512@kaasdemo.ai,+917497401632,Learner,ENT00038,Ahmedabad,Malaysia,Hindi,Cybersecurity,Expert,Cloud Architect,Audio,54,78,2025-03-31
USR025513,Ira,Patil,ira.patil25513@kaasdemo.ai,+917236994713,Trainer,,New York,UAE,Tamil,AI,Beginner,Cloud Architect,Reading,69,53,2025-12-24
USR025514,Neha,Verma,neha.verma25514@kaasdemo.ai,+918671248501,Trainer,,Chennai,UK,Marathi,Quality Management,Advanced,Cybersecurity Analyst,Hands-on,94,95,2026-01-18
USR025515,Diya,Pillai,diya.pillai25515@kaasdemo.ai,+917162246876,Trainer,ENT00415,Dubai,India,Telugu,Cybersecurity,Expert,Data Analyst,Hands-on,96,59,2026-04-08
USR025516,Ira,Reddy,ira.reddy25516@kaasdemo.ai,+918976842031,Learner,ENT00087,Hyderabad,Singapore,Telugu,Full Stack,Expert,Cloud Architect,Social,45,42,2024-10-01
USR025517,Karan,Joshi,karan.joshi25517@kaasdemo.ai,+917863892014,Learner,,Singapore,India,French,Finance,Beginner,Team Leader,Audio,38,84,2026-03-23
USR025518,Ayaan,Chavan,ayaan.chavan25518@kaasdemo.ai,+919257135854,Trainer,,Kolkata,Singapore,Marathi,Manufacturing,Expert,Product Manager,Visual,86,29,2025-06-25
USR025519,Amit,Reddy,amit.reddy25519@kaasdemo.ai,+917202491144,Learner,,Bengaluru,India,Marathi,Sales,Advanced,Business Analyst,Mixed,72,49,2025-07-14
USR025520,Pooja,Joshi,pooja.joshi25520@kaasdemo.ai,+917239883656,Learner,,New York,India,English,Leadership,Beginner,Cybersecurity Analyst,Audio,52,79,2024-08-13
USR025521,Aditya,Reddy,aditya.reddy25521@kaasdemo.ai,+918981383579,Learner,ENT00386,Dubai,USA,Gujarati,AI,Expert,Product Manager,Mixed,54,29,2025-12-01
USR025522,Priya,Andre,priya.andre25522@kaasdemo.ai,+918776319794,Learner,,Kolkata,Malaysia,Arabic,HR,Expert,Product Manager,Social,65,46,2024-10-27
USR025523,Neha,Reddy,neha.reddy25523@kaasdemo.ai,+919303796791,Trainer,,Singapore,India,Marathi,Cybersecurity,Intermediate,AI Engineer,Audio,54,56,2025-01-10
USR025524,Sai,Sharma,sai.sharma25524@kaasdemo.ai,+917113900452,HR Manager,ENT00366,Bengaluru,India,Bengali,Manufacturing,Expert,Digital Marketer,Reading,72,61,2025-02-10
USR025525,Diya,Singh,diya.singh25525@kaasdemo.ai,+918495284007,Learner,ENT00420,Delhi,Malaysia,Kannada,Quality Management,Intermediate,Team Leader,Visual,74,40,2024-09-02
USR025526,Sai,Mehta,sai.mehta25526@kaasdemo.ai,+919214378824,Mentor,ENT00443,Delhi,UK,Gujarati,AI,Beginner,Data Analyst,Reading,37,97,2024-10-06
USR025527,Anjali,Jain,anjali.jain25527@kaasdemo.ai,+917201148288,Mentor,ENT00299,Mumbai,Malaysia,Kannada,Project Management,Expert,Cybersecurity Analyst,Mixed,55,98,2026-05-06
USR025528,Krishna,Jain,krishna.jain25528@kaasdemo.ai,+918365795015,Learner,ENT00247,London,Singapore,Marathi,Cloud,Advanced,Data Analyst,Mixed,90,89,2025-09-11
USR025529,Ira,Verma,ira.verma25529@kaasdemo.ai,+918118902237,Learner,,Ahmedabad,India,Marathi,Cloud,Beginner,AI Engineer,Audio,75,58,2025-12-31
USR025530,Pooja,Iyer,pooja.iyer25530@kaasdemo.ai,+918204979381,Learner,ENT00291,Chennai,India,Marathi,Data Science,Beginner,Data Analyst,Visual,70,42,2025-03-20
USR025531,Ayaan,Andre,ayaan.andre25531@kaasdemo.ai,+917016552129,Learner,ENT00107,Singapore,UK,Bengali,Leadership,Beginner,AI Engineer,Audio,57,64,2024-10-03
USR025532,Riya,Verma,riya.verma25532@kaasdemo.ai,+919420174706,Learner,,Ahmedabad,UAE,Arabic,Governance,Advanced,Team Leader,Hands-on,91,40,2024-05-24
USR025533,Rahul,Mehta,rahul.mehta25533@kaasdemo.ai,+917114109293,Learner,ENT00466,Pune,India,Arabic,Governance,Intermediate,Digital Marketer,Social,47,53,2026-01-23
USR025534,Vivaan,Singh,vivaan.singh25534@kaasdemo.ai,+917310111906,Trainer,,Chennai,UAE,French,Data Science,Beginner,Team Leader,Audio,43,75,2026-04-21
USR025535,Ayaan,Kulkarni,ayaan.kulkarni25535@kaasdemo.ai,+919323341979,Learner,ENT00280,Dubai,Singapore,Gujarati,Full Stack,Expert,Business Analyst,Hands-on,64,45,2026-01-18
USR025536,Aadhya,Verma,aadhya.verma25536@kaasdemo.ai,+918571223817,HR Manager,,Hyderabad,India,Marathi,Digital Marketing,Beginner,Cloud Architect,Mixed,37,64,2025-04-01
USR025537,Krishna,Verma,krishna.verma25537@kaasdemo.ai,+917755265556,Learner,ENT00151,Ahmedabad,UK,Bengali,HR,Expert,Cloud Architect,Audio,62,25,2025-07-30
USR025538,Anjali,Gupta,anjali.gupta25538@kaasdemo.ai,+919178962721,Learner,,New York,India,Hindi,AI,Intermediate,Product Manager,Visual,93,34,2024-08-15
USR025539,Pooja,Nair,pooja.nair25539@kaasdemo.ai,+918226681459,Mentor,,Delhi,Singapore,Kannada,Data Science,Intermediate,AI Engineer,Reading,69,70,2025-11-18
USR025540,Amit,Patil,amit.patil25540@kaasdemo.ai,+918036925933,Learner,ENT00369,Singapore,India,Kannada,Project Management,Intermediate,Cloud Architect,Audio,47,77,2024-09-21
USR025541,Rahul,Singh,rahul.singh25541@kaasdemo.ai,+917966221087,Recruiter,ENT00039,Dubai,Malaysia,English,Full Stack,Beginner,Team Leader,Mixed,50,70,2025-06-01
USR025542,Meera,Reddy,meera.reddy25542@kaasdemo.ai,+919401460396,HR Manager,ENT00020,Hyderabad,India,Hindi,Data Science,Beginner,Data Analyst,Mixed,55,44,2025-11-01
USR025543,Rahul,Nair,rahul.nair25543@kaasdemo.ai,+918605593851,Learner,ENT00070,Singapore,Singapore,French,HR,Beginner,Cybersecurity Analyst,Mixed,49,95,2026-01-22
USR025544,Kiara,Iyer,kiara.iyer25544@kaasdemo.ai,+919179994263,Learner,ENT00120,Kuala Lumpur,UK,Hindi,Finance,Beginner,AI Engineer,Reading,65,54,2024-12-22
USR025545,Ishaan,Iyer,ishaan.iyer25545@kaasdemo.ai,+918865947177,Learner,ENT00481,Singapore,Singapore,Gujarati,Cybersecurity,Intermediate,Data Analyst,Visual,87,42,2024-06-10
USR025546,Meera,Mehta,meera.mehta25546@kaasdemo.ai,+918113917663,Learner,ENT00403,Delhi,UK,Telugu,Data Science,Beginner,Product Manager,Social,59,85,2024-05-20
USR025547,Reyansh,Rao,reyansh.rao25547@kaasdemo.ai,+919553808187,Recruiter,ENT00114,Hyderabad,UAE,Kannada,Full Stack,Intermediate,Cloud Architect,Hands-on,96,77,2025-05-17
USR025548,Sneha,Joshi,sneha.joshi25548@kaasdemo.ai,+918206877709,Corporate Admin,ENT00340,Dubai,USA,Marathi,Cybersecurity,Expert,Data Analyst,Visual,71,67,2025-08-20
USR025549,Kiara,Mishra,kiara.mishra25549@kaasdemo.ai,+919363569827,Learner,ENT00355,Singapore,Malaysia,Telugu,HR,Expert,Cybersecurity Analyst,Social,89,62,2026-01-25
USR025550,Meera,Verma,meera.verma25550@kaasdemo.ai,+918068381414,Learner,ENT00447,Pune,India,English,Sales,Beginner,Team Leader,Reading,37,36,2025-12-21
USR025551,Sara,Sharma,sara.sharma25551@kaasdemo.ai,+918625127058,Learner,ENT00159,Singapore,India,French,Finance,Intermediate,Business Analyst,Visual,35,49,2026-05-03
USR025552,Saanvi,Nair,saanvi.nair25552@kaasdemo.ai,+917357965206,Mentor,ENT00305,Hyderabad,India,Bengali,Governance,Expert,Business Analyst,Audio,82,51,2025-03-27
USR025553,Anaya,Verma,anaya.verma25553@kaasdemo.ai,+917947704880,Learner,ENT00040,Kuala Lumpur,India,Arabic,AI,Expert,Team Leader,Hands-on,79,24,2024-08-28
USR025554,Aditya,Nair,aditya.nair25554@kaasdemo.ai,+918491626676,Learner,,Delhi,Singapore,Kannada,Cloud,Expert,Cloud Architect,Visual,78,30,2026-03-17
USR025555,Kiara,Joshi,kiara.joshi25555@kaasdemo.ai,+917740000366,Trainer,ENT00276,Delhi,India,Hindi,Sales,Expert,Cloud Architect,Mixed,35,87,2024-08-02
USR025556,Karan,Nair,karan.nair25556@kaasdemo.ai,+918054036431,Trainer,ENT00319,Chennai,India,Tamil,Cybersecurity,Intermediate,Cloud Architect,Audio,71,34,2024-12-08
USR025557,Krishna,Patil,krishna.patil25557@kaasdemo.ai,+917141965806,Learner,ENT00177,Kuala Lumpur,USA,Marathi,AI,Beginner,Business Analyst,Social,49,30,2024-12-25
USR025558,Myra,Desai,myra.desai25558@kaasdemo.ai,+919294321323,Learner,,Kolkata,India,French,Governance,Advanced,Data Analyst,Reading,79,53,2026-01-27
USR025559,Krishna,Rao,krishna.rao25559@kaasdemo.ai,+919276661081,Learner,ENT00277,Singapore,USA,Bengali,Leadership,Expert,Data Analyst,Reading,72,38,2026-03-16
USR025560,Riya,Gupta,riya.gupta25560@kaasdemo.ai,+918912140027,Mentor,ENT00146,Kolkata,India,Marathi,Quality Management,Beginner,Business Analyst,Visual,89,22,2026-04-24
USR025561,Amit,Verma,amit.verma25561@kaasdemo.ai,+917821402114,Trainer,,Hyderabad,India,Kannada,Finance,Intermediate,Cybersecurity Analyst,Audio,77,22,2025-04-15
USR025562,Diya,Mishra,diya.mishra25562@kaasdemo.ai,+919777875773,Learner,ENT00412,Mumbai,Malaysia,Tamil,Manufacturing,Beginner,Business Analyst,Reading,44,20,2024-06-18
USR025563,Riya,Sharma,riya.sharma25563@kaasdemo.ai,+918380406054,Mentor,ENT00332,Delhi,USA,English,Quality Management,Beginner,Digital Marketer,Visual,84,46,2025-08-21
USR025564,Pooja,Verma,pooja.verma25564@kaasdemo.ai,+917753170907,Learner,,Bengaluru,India,English,AI,Advanced,Digital Marketer,Audio,81,30,2024-09-08
USR025565,Meera,Mishra,meera.mishra25565@kaasdemo.ai,+918320759654,Learner,ENT00406,Mumbai,UAE,Gujarati,Finance,Intermediate,Data Analyst,Audio,92,55,2024-06-11
USR025566,Sai,Singh,sai.singh25566@kaasdemo.ai,+918135047562,Learner,ENT00405,London,USA,Marathi,Governance,Intermediate,AI Engineer,Hands-on,37,85,2025-08-09
USR025567,Krishna,Patil,krishna.patil25567@kaasdemo.ai,+918369794329,Learner,ENT00059,Chennai,India,Arabic,Digital Marketing,Expert,Cloud Architect,Hands-on,70,69,2025-10-04
USR025568,Amit,Kulkarni,amit.kulkarni25568@kaasdemo.ai,+917100325999,Trainer,ENT00175,Pune,USA,Hindi,Cloud,Advanced,Cloud Architect,Reading,51,67,2026-04-09
USR025569,Meera,Mehta,meera.mehta25569@kaasdemo.ai,+917494373187,Corporate Admin,ENT00205,Delhi,Singapore,English,Quality Management,Expert,Cybersecurity Analyst,Visual,88,41,2024-09-27
USR025570,Ayaan,Mehta,ayaan.mehta25570@kaasdemo.ai,+918702058249,HR Manager,ENT00010,Pune,USA,Arabic,Quality Management,Expert,Business Analyst,Visual,62,96,2024-09-13
USR025571,Arjun,Kulkarni,arjun.kulkarni25571@kaasdemo.ai,+919842833876,Mentor,,London,USA,Gujarati,HR,Beginner,Business Analyst,Audio,73,37,2024-07-09
USR025572,Sai,Nair,sai.nair25572@kaasdemo.ai,+917899166815,Learner,ENT00147,London,UAE,Hindi,Sales,Advanced,Product Manager,Audio,50,20,2025-10-04
USR025573,Nikhil,Verma,nikhil.verma25573@kaasdemo.ai,+919396338446,Learner,ENT00467,Dubai,UK,Gujarati,Data Science,Advanced,Team Leader,Hands-on,35,46,2024-08-11
USR025574,Ishaan,Pillai,ishaan.pillai25574@kaasdemo.ai,+919448488500,Mentor,ENT00079,Bengaluru,India,French,Manufacturing,Expert,Product Manager,Reading,71,100,2025-12-14
USR025575,Ishaan,Nair,ishaan.nair25575@kaasdemo.ai,+919428737239,Learner,ENT00100,Ahmedabad,UAE,French,AI,Beginner,Team Leader,Reading,80,55,2024-07-12
USR025576,Nikhil,Kapoor,nikhil.kapoor25576@kaasdemo.ai,+919817439603,Learner,ENT00296,London,USA,Gujarati,Cybersecurity,Intermediate,Product Manager,Social,68,61,2024-05-14
USR025577,Amit,Kapoor,amit.kapoor25577@kaasdemo.ai,+919006155020,Learner,,Bengaluru,India,French,Sales,Intermediate,AI Engineer,Visual,37,21,2025-02-02
USR025578,Vivaan,Iyer,vivaan.iyer25578@kaasdemo.ai,+917695222730,Learner,,Kuala Lumpur,Singapore,Marathi,Digital Marketing,Beginner,Cloud Architect,Social,96,78,2025-09-18
USR025579,Sai,Patil,sai.patil25579@kaasdemo.ai,+919875227505,Learner,ENT00371,Singapore,UAE,Arabic,Cybersecurity,Beginner,Data Analyst,Social,47,45,2025-02-10
USR025580,Pooja,Mehta,pooja.mehta25580@kaasdemo.ai,+917622337152,Learner,,Kuala Lumpur,Malaysia,Tamil,Leadership,Expert,Team Leader,Audio,88,33,2025-08-30
USR025581,Reyansh,Chavan,reyansh.chavan25581@kaasdemo.ai,+919409926131,Trainer,ENT00192,Singapore,India,Marathi,Sales,Expert,AI Engineer,Social,67,78,2024-10-07
USR025582,Nikhil,Patil,nikhil.patil25582@kaasdemo.ai,+917096039828,Corporate Admin,ENT00273,Singapore,UAE,English,Healthcare,Intermediate,Data Analyst,Reading,79,96,2026-02-12
USR025583,Ishaan,Sharma,ishaan.sharma25583@kaasdemo.ai,+917065461196,Learner,ENT00041,New York,USA,Telugu,Cloud,Intermediate,Data Analyst,Visual,81,21,2024-10-01
USR025584,Ira,Singh,ira.singh25584@kaasdemo.ai,+919049064942,Trainer,ENT00287,Dubai,India,Bengali,Data Science,Expert,Cloud Architect,Hands-on,52,75,2024-05-14
USR025585,Anaya,Iyer,anaya.iyer25585@kaasdemo.ai,+919937110089,Learner,,Chennai,India,Kannada,Healthcare,Advanced,Cybersecurity Analyst,Reading,62,70,2026-04-24
USR025586,Arjun,Kulkarni,arjun.kulkarni25586@kaasdemo.ai,+918248118728,Learner,,Bengaluru,USA,French,AI,Expert,AI Engineer,Reading,45,20,2024-08-06
USR025587,Pooja,Pillai,pooja.pillai25587@kaasdemo.ai,+918319651176,Trainer,,Dubai,UAE,Gujarati,Sales,Advanced,Cybersecurity Analyst,Mixed,81,86,2025-03-30
USR025588,Ira,Kulkarni,ira.kulkarni25588@kaasdemo.ai,+917431004820,Evaluator,ENT00275,New York,UAE,Marathi,Data Science,Expert,Team Leader,Visual,71,76,2025-04-19
USR025589,Ayaan,Sharma,ayaan.sharma25589@kaasdemo.ai,+918509546530,Learner,,Delhi,UK,Bengali,AI,Advanced,Product Manager,Hands-on,58,46,2025-07-28
USR025590,Myra,Singh,myra.singh25590@kaasdemo.ai,+917800083401,Learner,ENT00483,New York,Singapore,Hindi,Cybersecurity,Beginner,Product Manager,Mixed,48,88,2024-11-30
USR025591,Saanvi,Chavan,saanvi.chavan25591@kaasdemo.ai,+919044391263,Learner,ENT00136,Kolkata,UAE,Telugu,Full Stack,Advanced,Digital Marketer,Hands-on,82,99,2025-05-20
USR025592,Vivaan,Rao,vivaan.rao25592@kaasdemo.ai,+919653460519,Learner,ENT00172,Ahmedabad,UK,French,HR,Beginner,Product Manager,Mixed,85,90,2025-10-15
USR025593,Amit,Sharma,amit.sharma25593@kaasdemo.ai,+918430414133,Learner,ENT00415,Hyderabad,India,Bengali,Quality Management,Beginner,Team Leader,Visual,91,40,2024-10-17
USR025594,Rohan,Rao,rohan.rao25594@kaasdemo.ai,+917970350284,Learner,ENT00471,Mumbai,Singapore,Telugu,Manufacturing,Expert,Team Leader,Reading,95,38,2024-05-22
USR025595,Sai,Nair,sai.nair25595@kaasdemo.ai,+917898692360,Learner,ENT00400,Kolkata,India,Telugu,Cloud,Beginner,Business Analyst,Reading,71,24,2024-12-14
USR025596,Kiara,Patil,kiara.patil25596@kaasdemo.ai,+919789268691,HR Manager,ENT00172,Delhi,India,English,Finance,Advanced,Digital Marketer,Mixed,55,30,2025-09-05
USR025597,Nikhil,Andre,nikhil.andre25597@kaasdemo.ai,+919143326447,Learner,ENT00032,London,USA,Telugu,Sales,Beginner,Digital Marketer,Mixed,75,37,2026-03-10
USR025598,Karan,Jain,karan.jain25598@kaasdemo.ai,+918959273833,Learner,ENT00080,Ahmedabad,UK,Tamil,Healthcare,Advanced,Digital Marketer,Reading,57,60,2026-03-26
